Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
1814843,"The Siege of Macindaw (Ranger's Apprentice, #6)",John Flanagan,"Flanagan, John",,"=""174166134X""","=""9781741661347""",4,4.34,Puffin Books,Paperback,320,2006,2006,,2016/03/18,young-adult-fiction,young-adult-fiction (#26),read,,,,1,0
1524173,"The Sorcerer of the North (Ranger's Apprentice, #5)",John Flanagan,"Flanagan, John",,"=""1741661285""","=""9781741661286""",4,4.27,Penguin Group (USA),Paperback,304,2009,2006,,2016/03/18,young-adult-fiction,young-adult-fiction (#25),read,,,,1,0
4556058,"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,"Riordan, Rick",,"=""1423101472""","=""9781423101475""",5,4.54,Disney-Hyperion Books,Hardcover,381,2009,2009,,2018/07/30,young-adult-fiction,young-adult-fiction (#62),read,,,,1,0
561456,"The Titan's Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,"Riordan, Rick",,"=""0141382899""","=""9780141382890""",5,4.36,Puffin Books,Paperback,320,2007,2007,,2018/07/30,young-adult-fiction,young-adult-fiction (#60),read,,,,1,0
11573,The Dead Zone,Stephen King,"King, Stephen",,"=""0451155750""","=""9780451155757""",3,3.95,Signet/New American Library,Mass Market Paperback,402,1980,1979,,2017/09/14,horror,horror (#5),read,,,,1,0
2120932,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",5,4.41,Hyperion Books for Children,Hardcover,361,2008,2008,,2018/07/30,young-adult-fiction,young-adult-fiction (#61),read,,,,1,0
7669,Timeline,Michael Crichton,"Crichton, Michael",,"=""0099244721""","=""9780099244721""",4,3.86,Arrow Books,Mass Market Paperback,489,2000,1999,,2017/11/17,science-fiction,science-fiction (#13),read,,,,1,0
11588,"The Shining (The Shining, #1)",Stephen King,"King, Stephen",,"=""0450040186""","=""9780450040184""",5,4.26,New English Library (Hodder & Stoughton) ,Paperback,659,1980,1977,,2017/09/14,horror,horror (#3),read,,,,1,0
830502,It,Stephen King,"King, Stephen",,"=""0450411435""","=""9780450411434""",4,4.25,New English Library,Paperback,1116,1987,1986,,2017/11/16,,,read,,,,1,0
33124137,Pet Sematary,Stephen King,"King, Stephen",,"=""""","=""""",4,4.04,Scribner,Kindle Edition,580,2014,1983,,2017/09/14,horror,horror (#4),read,,,,1,0
28186,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,"Riordan, Rick",,"=""0786856866""","=""9780786856862""",4,4.24,Hyperion Books,Hardcover,279,2006,2006,,2018/07/30,young-adult-fiction,young-adult-fiction (#59),read,,,,1,0
32497565,"Generation One (Lorien Legacies Reborn, #1)",Pittacus Lore,"Lore, Pittacus",,"=""0062493728""","=""9780062493729""",4,4.22,HarperCollins,ebook,416,2017,2017,,2018/01/13,young-adult-fiction,young-adult-fiction (#54),read,,,,1,0
23270216,"The Blackthorn Key (The Blackthorn Key, #1)",Kevin Sands,"Sands, Kevin",,"=""""","=""""",3,4.16,Aladdin,Hardcover,384,2015,2015,,2018/01/13,young-adult-fiction,young-adult-fiction (#55),read,,,,1,0
15751404,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316204366""","=""9780316204361""",4,3.96,"Little, Brown and Company",Hardcover,305,2013,2013,,2018/01/16,,,read,,,,1,0
11590,'Salem's Lot,Stephen King,"King, Stephen",,"=""0450031063""","=""9780450031069""",4,4.05,New English Library,Paperback,483,1991,1975,,2018/01/13,,,read,,,,1,0
968,"The Da Vinci Code (Robert Langdon, #2)",Dan Brown,"Brown, Dan",,"=""""","=""""",3,3.90,Anchor,Paperback,489,2006,2003,,2018/02/03,,,read,,,,1,0
830,Snow Crash,Neal Stephenson,"Stephenson, Neal",,"=""0553380958""","=""9780553380958""",5,4.02,Bantam Books,Paperback,438,2000,1992,,2017/12/01,science-fiction,science-fiction (#14),read,,,,1,0
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",5,4.33,Scholastic Press,Hardcover,374,2008,2008,2017/05/06,2015/10/18,,,read,,,,1,0
7862506,Grip of the Shadow Plague,Brandon Mull,"Mull, Brandon",,"=""0606106847""","=""9780606106849""",5,4.30,Turtleback Books,Hardcover,479,2009,2008,,2015/03/27,young-adult-fiction,young-adult-fiction (#13),read,,,,1,0
13642710,"Nexus (Nexus, #1)",Ramez Naam,"Naam, Ramez",,"=""0857662937""","=""9780857662934""",4,4.04,Angry Robot,Paperback,460,2012,2012,2018/10/07,2018/09/30,science-fiction,science-fiction (#1),read,,,,1,0
16130549,"Doctor Sleep (The Shining, #2)",Stephen King,"King, Stephen",,"=""1476727651""","=""9781476727653""",4,4.12,Scribner,Hardcover,531,2013,2013,2018/08/27,2018/08/25,"horror, science-fiction","horror (#6), science-fiction (#19)",read,,,,1,0
39662,Different Seasons,Stephen King,"King, Stephen",,"=""0751514624""","=""9780751514629""",5,4.35,Warner Books,Mass Market Paperback,560,1995,1982,2018/08/13,2018/08/02,,,read,,,,1,0
35429998,"Fugitive Six (Lorien Legacies Reborn, #2)",Pittacus Lore,"Lore, Pittacus",,"=""0062493787""","=""9780062493781""",4,4.27,HarperCollins,ebook,448,2018,2018,2018/07/19,2018/07/12,young-adult-fiction,young-adult-fiction (#57),read,,,,1,0
36124936,The Outsider,Stephen King,"King, Stephen",,"=""1501180983""","=""9781501180989""",4,4.00,Scribner,Hardcover,561,2018,2018,2018/07/12,2018/06/29,,,read,,,,1,0
43615,"The Gunslinger (The Dark Tower, #1)",Stephen King,"King, Stephen",,"=""""","=""""",4,3.93,Plume,Paperback,231,2003,1982,,2018/06/13,,,read,,,,2,0
234232,"A Suitable Vengeance (Inspector Lynley, #4)",Elizabeth  George,"George, Elizabeth",,"=""0553384821""","=""9780553384826""",4,4.02,Bantam,Paperback,449,2007,1991,,2018/03/18,,,read,,,,1,0
8852,Macbeth,William Shakespeare,"Shakespeare, William","Dr. Barbara A. Mowat, Paul Werstine Ph.D.","=""0743477103""","=""9780743477109""",4,3.90,Simon & Schuster,Mass Market Paperback,249,2013,1623,2020/11/28,2021/03/20,classics,classics (#17),read,,,,1,0
770989,Game Theory: A Very Short Introduction,Ken Binmore,"Binmore, Ken",,"=""0199218463""","=""9780199218462""",4,3.18,Oxford University Press,Paperback,200,2007,2007,2021/01/25,2021/03/04,economics,economics (#2),read,,,,1,0
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.47,Scholastic Inc,Hardcover,309,2003,1997,,2016/03/18,,,read,,,,1,0
9039344,Campbell Biology (9th Edition),Jane B. Reece,"Reece, Jane B.","Neil A. Campbell, Lisa A. Urry, Michael L. Cain, Steven A. Wasserman, Peter V. Minorsky, Robert B.  Jackson","=""0321558235""","=""9780321558237""",5,4.16,Benjamin Cummings,Hardcover,1464,2010,1987,,2022/05/24,"science, biology","science (#23), biology (#1)",read,,,,1,0
70535,2001: A Space Odyssey,Arthur C. Clarke,"Clarke, Arthur C.",,"=""""","=""""",0,4.16,Roc,Paperback,297,2000,1968,,2022/05/24,to-read,to-read (#22),to-read,,,,0,0
6327,The Witches,Roald Dahl,"Dahl, Roald",Quentin Blake,"=""0590032496""","=""9780590032490""",5,4.17,Scholastic Inc.,Paperback,208,1997,1983,,2022/05/24,young-adult-fiction,young-adult-fiction (#70),read,,,,1,0
6310,"Charlie and the Chocolate Factory (Charlie Bucket, #1)",Roald Dahl,"Dahl, Roald",Quentin Blake,"=""0142403881""","=""9780142403884""",5,4.15,Puffin Books,Paperback,176,2005,1964,,2022/05/24,"classics, young-adult-fiction","classics (#15), young-adult-fiction (#69)",read,,,,1,0
20564,The Mill on the Floss,George Eliot,"Eliot, George",,"=""0141439629""","=""9780141439624""",0,3.82,Penguin Classics,Paperback,579,2003,1860,,2022/05/24,to-read,to-read (#21),to-read,,,,0,0
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",0,3.81,Back Bay Books,Paperback,277,2001,1951,,2022/05/24,to-read,to-read (#20),to-read,,,,0,0
1371,The Iliad,Homer,"Homer, Homer","Robert Fagles, Andrew Lang, Alexander Pope, W.H.D. Rouse, Bernard Knox, William Lucas Collins, G. Chapman, Walter Leaf, Ernest Myers, Gilbert Wakefield, Prentiss Cummings, R. Hooper, Richmond Lattimore, G. Cerri","=""0140275363""","=""9780140275360""",0,3.90,Penguin Classics,Paperback,704,1999,-800,,2022/05/24,to-read,to-read (#19),to-read,,,,0,0
19370,"The Adventures of Huckleberry Finn (The Adventures of Tom and Huck, #2)",Mark Twain,"Twain, Mark","Scott McKowen, Arthur Pober","=""1402726007""","=""9781402726002""",0,3.83,Union Square Kids,Hardcover,305,2006,1884,,2022/05/24,to-read,to-read (#18),to-read,,,,0,0
117833,The Master and Margarita,Mikhail Bulgakov,"Bulgakov, Mikhail","Katherine Tiernan O'Connor, Ellendea Proffer, Diana Lewis Burgin, Hans Fronius","=""0679760806""","=""9780679760801""",0,4.29,Vintage International,Paperback,372,1996,1967,,2022/05/24,to-read,to-read (#17),to-read,,,,0,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",0,3.99,HarperPerennial / Perennial Classics,Paperback,268,1998,1932,,2022/05/24,to-read,to-read (#16),to-read,,,,0,0
320,One Hundred Years of Solitude,Gabriel García Márquez,"Márquez, Gabriel García",Gregory Rabassa,"=""""","=""""",0,4.11,Harper,Mass Market Paperback,417,2003,1967,,2022/05/24,to-read,to-read (#15),to-read,,,,0,0
31920777,American Kingpin: The Epic Hunt for the Criminal Mastermind Behind the Silk Road,Nick Bilton,"Bilton, Nick",,"=""1591848148""","=""9781591848141""",0,4.40,Portfolio,Hardcover,328,2017,2017,,2022/05/16,to-read,to-read (#14),to-read,,,,0,0
3070605,The God of Carnage,Christopher Hampton,"Hampton, Christopher",Yasmina Reza,"=""0571242588""","=""9780571242580""",3,3.75,Faber & Faber,Paperback,80,2009,2007,,2022/05/07,,,read,,,,1,0
5622067,Mathematics for the International Students: IB Dipolma HL Core,David Martin,"Martin, David","Paul Oskar Urban, Robert Haese, Sandra Haese, Michael Haese","=""1876543116""","=""9781876543112""",4,3.78,Haese Mathematics,Paperback,936,2008,2008,,2022/05/07,mathematics,mathematics (#3),read,,,,1,0
18735996,Oxford IB Diploma Program Chemistry: Course Companion,Sergey Bylikin,"Bylikin, Sergey","Gary Horner, Brian Murphy, David Tarcy","=""0198392125""","=""9780198392125""",4,4.10,Oxford University Press,Pocket Book,824,2014,2014,,2022/04/30,science,science (#21),read,,,,1,0
54441773,Economics for the IB Diploma Coursebook with Digital Access (2 Years),Ellie Tragakes,"Tragakes, Ellie",,"=""1108847064""","=""9781108847063""",4,3.22,,Paperback,,2020,,,2022/04/30,economics,economics (#1),read,,,,1,0
59706156,Cybersecurity (The MIT Press Essential Knowledge series),Duane C. Wilson,"Wilson, Duane C.",,"=""""","=""""",4,3.70,The MIT Press,Kindle Edition,,2021,,2022/04/24,2022/04/18,"computer-science, science","computer-science (#11), science (#20)",read,,,,1,0
11212263,Quantum Computing: A Gentle Introduction,Eleanor Rieffel,"Rieffel, Eleanor",Wolfgang H. Polak,"=""0262015064""","=""9780262015066""",5,4.02,MIT Press (MA),Hardcover,372,2011,2011,2022/04/18,2022/04/17,"computer-science, science","computer-science (#10), science (#19)",read,,,,1,0
40277241,Brief Answers to the Big Questions,Stephen Hawking,"Hawking, Stephen",,"=""1984819194""","=""9781984819192""",5,4.29,Bantam,Hardcover,256,2018,2018,,2018/11/24,science,science (#2),read,,,,1,0
7841672,For the Love of Physics: From the End of the Rainbow to the Edge of Time - A Journey Through the Wonders of Physics,Walter Lewin,"Lewin, Walter",Warren Goldstein,"=""1439108277""","=""9781439108277""",5,4.25,Free Press,Hardcover,320,2011,2011,,2018/09/16,science,science (#1),read,,,,1,0
13159197,The Making of the Atomic Bomb,Richard Rhodes,"Rhodes, Richard",,"=""1451677618""","=""9781451677614""",4,4.37,Simon & Schuster,Paperback,896,1986,1986,2020/02/07,2019/12/15,"history, science","history (#2), science (#9)",read,,,,1,0
31424495,Introduction to Computation and Programming Using Python: With Application to Understanding Data (MIT Press),John V. Guttag,"Guttag, John V.",,"=""""","=""""",5,4.25,The MIT Press,Kindle Edition,472,2016,2013,2020/07/09,2019/12/29,"science, computer-science","science (#10), computer-science (#1)",read,,,,1,0
74657,Buddhism: A Very Short Introduction,Damien Keown,"Keown, Damien",,"=""0192853864""","=""9780192853868""",5,3.73,Oxford University Press,Paperback,136,2000,1996,2022/03/15,2022/01/12,,,read,,,,1,0
1869,Nickel and Dimed: On (Not) Getting by in America,Barbara Ehrenreich,"Ehrenreich, Barbara",,"=""0805063897""","=""9780805063899""",4,3.65,Owl Books (Henry Holt),Paperback,240,2002,2001,2022/01/15,2021/12/26,business,business (#4),read,,,,1,0
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,"=""""","=""""",0,3.91,Harper,Paperback,212,2016,2016,,2022/01/10,to-read,to-read (#13),to-read,,,,0,0
57007977,"Life as We Made It: How 50,000 Years of Human Innovation Refined—and Redefined—Nature",Beth Shapiro,"Shapiro, Beth",,"=""1541644182""","=""9781541644182""",0,4.00,Basic Books,Hardcover,352,2021,2021,,2021/11/01,to-read,to-read (#12),to-read,,,,0,0
8909,The War of the Worlds,H.G. Wells,"Wells, H.G.",Arthur C. Clarke,"=""0375759239""","=""9780375759239""",5,3.83,Modern Library,Paperback,192,2002,1897,2021/10/31,2021/09/05,"classics, science-fiction","classics (#12), science-fiction (#28)",read,,,,1,0
7445,The Glass Castle,Jeannette Walls,"Walls, Jeannette",,"=""074324754X""","=""9780743247542""",5,4.30,Scribner,Paperback,288,2006,2005,2021/10/16,2021/10/03,,,read,,,,1,0
10365,Where the Red Fern Grows,Wilson Rawls,"Rawls, Wilson",,"=""0375806814""","=""9780375806810""",4,4.10,Yearling,Mass Market Paperback,272,2000,1961,2017/04/05,2021/08/30,classics,classics (#11),read,,,,1,0
11989,The Plague,Albert Camus,"Camus, Albert",Stuart Gilbert,"=""""","=""""",5,4.02,Vintage International,Paperback,308,1991,1947,2021/05/31,2021/05/11,"classics, historical-fiction","classics (#7), historical-fiction (#3)",read,,,,1,0
31947,Philosophy and the Mirror of Nature,Richard Rorty,"Rorty, Richard",,"=""0691020167""","=""9780691020167""",0,4.02,Princeton University Press,Paperback,424,1981,1979,,2021/05/27,to-read,to-read (#11),to-read,,,,0,0
112803,Gandhi: An Autobiography,Mahatma Gandhi,"Gandhi, Mahatma",Mahadev Desai,"=""0807059099""","=""9780807059098""",0,4.10,Beacon Press,Paperback,528,1993,1927,,2021/05/27,to-read,to-read (#10),to-read,,,,0,0
46223297,Permanent Record,Edward Snowden,"Snowden, Edward",,"=""1250237238""","=""9781250237231""",0,4.31,Metropolitan Books,Hardcover,339,2019,2019,,2021/05/27,to-read,to-read (#9),to-read,,,,0,0
18386,The Death of Ivan Ilych,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude","=""1600964338""","=""9781600964336""",0,4.12,Waking Lion Press,Paperback,86,2006,1886,,2021/05/27,to-read,to-read (#8),to-read,,,,0,0
53916142,A Life on Our Planet: My Witness Statement and a Vision for the Future,Jonnie Hughes,"Hughes, Jonnie",Sir David Attenborough,"=""1538719983""","=""9781538719985""",0,4.52,Grand Central Publishing,Hardcover,272,2020,2020,,2021/05/24,to-read,to-read (#7),to-read,,,,0,0
25489625,Between the World and Me,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""""","=""""",4,4.40,Spiegel & Grau,Hardcover,152,2015,2015,2021/02/19,2021/03/04,,,read,,,,1,0
55819384,"National Geographic Magazine, August 2020",NOT A BOOK,"BOOK, NOT A",,"=""""","=""""",4,4.38,National Geographic Society,Paperback,138,2020,,2021/01/06,2021/03/06,national-geographic,national-geographic (#6),read,,,,1,0
153747,"Moby-Dick or, the Whale",Herman Melville,"Melville, Herman","Andrew Delbanco, Tom Quirk, William Hootkins, Rockwell Kent, Anton Lomaev","=""0142437247""","=""9780142437247""",5,3.53,Penguin Classics ,Paperback,654,2003,1851,2021/05/09,2020/06/07,classics,classics (#4),read,,,,1,0
54423892,Everest : Journey to the roof of the world,National Geographic Society,"Society, National Geographic",,"=""""","=""""",4,4.25,,Paperback,144,2020,,2021/01/26,2021/04/24,national-geographic,national-geographic (#9),read,,,,1,0
57390076,National Geographic - March 2021,NOT A BOOK,"BOOK, NOT A",,"=""""","=""""",4,4.38,National Geographic Society,Paperback,136,2021,,2021/04/18,2021/04/18,national-geographic,national-geographic (#8),read,,,,1,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""""","=""""",4,3.93,Scribner,Paperback,180,1925,1925,2021/04/15,2021/04/12,classics,classics (#6),read,,,,1,0
9516,"Persepolis: The Story of a Childhood (Persepolis, #1)",Marjane Satrapi,"Satrapi, Marjane",Mattias Ripa,"=""037571457X""","=""9780375714573""",5,4.26,Pantheon,Paperback,153,2004,2003,2021/04/11,2021/04/11,history,history (#4),read,,,,1,0
18135,Romeo and Juliet,William Shakespeare,"Shakespeare, William",,"=""""","=""""",4,3.74,Washington Square Press,Mass Market Paperback,281,2002,1597,2019/03/26,2021/03/20,,,read,,,,1,0
24072897,Deep Learning,Ian Goodfellow,"Goodfellow, Ian","Yoshua Bengio, Aaron Courville","=""""","=""""",4,4.43,The MIT Press,ebook,787,2016,2016,2021/03/20,2021/03/20,computer-science,computer-science (#7),read,,,,1,0
39776179,"Dune (Dune, #1)",Frank Herbert,"Herbert, Frank",,"=""0441013597""","=""9780441013593""",5,4.26,Ace Trade/PenguinRandomHouse,Paperback,687,2005,1965,2021/03/12,2020/10/09,science-fiction,science-fiction (#24),read,,,,1,0
35959740,Circe,Madeline Miller,"Miller, Madeline",,"=""0316556343""","=""9780316556347""",0,4.25,"Little, Brown and Company",Hardcover,393,2018,2018,,2021/03/06,to-read,to-read (#6),to-read,,,,0,0
55517996,Reimagining dinosaurs,National Geographic Society,"Society, National Geographic",,"=""""","=""""",4,4.45,,Paperback,142,2020,,2021/03/06,2021/03/06,national-geographic,national-geographic (#7),read,,,,1,0
20749121,Knowledge: A Very Short Introduction,Jennifer Nagel,"Nagel, Jennifer",,"=""019966126X""","=""9780199661268""",4,3.89,Oxford University Press,Paperback,133,2014,2014,2021/02/10,2021/03/04,,,read,,,,1,0
37004370,The Memory Police,Yōko Ogawa,"Ogawa, Yōko",Stephen    Snyder,"=""1101870605""","=""9781101870600""",4,3.74,Pantheon Books,Hardcover,274,2019,1994,2020/11/13,2020/10/09,"science-fiction, historical-fiction","science-fiction (#25), historical-fiction (#2)",read,,,,1,0
355944,Vingt mille lieues sous les mers,Jules Verne,"Verne, Jules",,"=""2253006327""","=""9782253006329""",4,3.89,Le Livre de Poche,Mass Market Paperback,606,2001,1870,2020/11/01,2020/10/09,"classics, science-fiction, french","classics (#5), science-fiction (#26), french (#1)",read,,,,1,0
36722229,Applied Mathematics: A Very Short Introduction,Alain Goriely,"Goriely, Alain",,"=""0198754043""","=""9780198754046""",5,3.99,"Oxford University Press, USA",Paperback,168,2018,,2020/10/02,2020/10/09,mathematics,mathematics (#2),read,,,,1,0
2872282,"The Art of Problem Solving, Volume 1: The Basics",Sandor Lehoczky,"Lehoczky, Sandor",Richard Rusczyk,"=""0977304566""","=""9780977304561""",5,4.30,AoPS Incorporated,Paperback,272,2006,2006,2020/10/04,2020/03/18,mathematics,mathematics (#1),read,,,,1,0
12545373,Java:  The Complete Reference,Herbert Schildt,"Schildt, Herbert",,"=""0071606319""","=""9780071606318""",4,4.28,McGraw-Hill Companies,Paperback,1000,2011,2004,2020/03/30,2020/03/16,computer-science,computer-science (#2),read,,,,1,0
742586,Accelerated C++: Practical Programming by Example,Mike Hendrickson,"Hendrickson, Mike","Andrew Koenig, Barbara Moo","=""020170353X""","=""9780201703535""",4,4.07,Addison-Wesley Professional,Paperback,352,2000,2000,2020/06/01,2020/05/12,"computer-science, science","computer-science (#6), science (#14)",read,,,,1,0
21948821,Code: The Hidden Language of Computer Hardware and Software (Developer Best Practices),Charles Petzold,"Petzold, Charles",,"=""""","=""""",5,4.39,Microsoft Press,Kindle Edition,400,2000,1999,2020/05/12,2020/05/04,"science, computer-science","science (#13), computer-science (#5)",read,,,,1,0
15923743,The Return of the King,J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""0007488351""","=""9780007488353""",4,4.55,HarperCollins,Paperback,431,2012,1955,2020/04/20,2020/04/06,"fantasy, classics","fantasy (#3), classics (#3)",read,,,,1,0
53024800,National Geographic Your Genes,National Geographic Society,"Society, National Geographic",,"=""1547849118""","=""9781547849116""",4,3.90,National Geographic,Single Issue Magazine,115,2019,,2019/10/14,2019/10/12,"science, national-geographic","science (#5), national-geographic (#2)",read,"Scandalmonger, concubine, sable, legion, denounce, converse, caste, intone, cognizant",,,1,0
51101388,National Geographic (Last journey into slavery),National Geographic Society,"Society, National Geographic",,"=""""","=""""",4,4.00,National Geographic,Paperback,,2020,,2020/03/14,2020/04/06,national-geographic,national-geographic (#4),read,,,,1,0
50410699,Pain - Scientists are unraveling the mysteries of pain,National Geographic Society,"Society, National Geographic",,"=""""","=""""",4,4.25,,Mass Market Paperback,150,2020,,2020/03/08,2020/04/06,national-geographic,national-geographic (#5),read,,,,1,0
9482762,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""""","=""""",5,4.47,Ballantine Books,Paperback,398,1965,1954,2020/04/06,2020/03/29,"classics, fantasy","classics (#2), fantasy (#2)",read,,,,1,0
10361330,HTML and CSS: Design and Build Websites,Jon Duckett,"Duckett, Jon",,"=""1118008189""","=""9781118008188""",4,4.31,Wiley,Paperback,514,2011,2011,2020/03/09,2020/03/16,computer-science,computer-science (#4),read,,,,1,0
50940335,National Geographic Secrets of Animal Communication,National Geographic Society,"Society, National Geographic",,"=""1547849126""","=""9781547849123""",4,4.40,National Geographic,Single Issue Magazine,115,2019,,2019/10/27,2019/10/26,"science, national-geographic","science (#6), national-geographic (#3)",read,"newfangled, accrete, insensate, latrine, din, contemporary monogamous, paradigm, eponymous, commensurate, quorum, ken, artisan , attune, ignominy",,,1,0
38645141,First Man: The Life of Neil A. Armstrong,James R. Hansen,"Hansen, James R.",,"=""1982103167""","=""9781982103163""",4,3.90,Simon & Schuster,Paperback,464,2018,2005,2019/08/30,2019/08/05,science,science (#3),read,"Abate, Aberrant, Acclaim, Acquisition, Acumen, Adulation, Adverse, Affluent, Aggrieve, Alleviate, Amass, Analogue, Anecdote, Anomaly, Antagonism, Apolune, Apprehension, Archetypal, Ardor, Askew, Attest, Authoritarian, Auxiliary, Avail, Azimuth<br/><br/>Ballistic, Bereaved, Betroth, Billow, Bipartisan, Blatant, Blissful, Boisterous, Brigadier<br/><br/>Calisthenic, Candid, Cannonade, Carom, Carrier, Catalytic, Cavort, Chagrined, Chastise, Chimerical, Christen, Chronic, Cinder, Circumscribe, Civil, Clamor, Collateral, Colloquial, Conceive, conducive, Confidante, Conjecture, Conjoin, Contrived, Corps, Courteous, Crucible, Czar<br/><br/>Debrief, Deist, Delegation, Deluge, Demoralized, Denigrate, Deviate, Dialectal, Dicey, Dictate, Diligent, Diplomatic, Discern, Discontinuity, Discrete, Disgruntled, Disparage, Dote, Drogue, Druther<br/><br/>Efficacy, Egress, Elegant, Eloquent, Elucidate, Embellish, Embroil, Emulsion, Ensign, Ensuing, Envy, Epigram, Epigraph, Epiphany, Episodic, Epitomize, Equate, Equivocate, Eradicate, Errant, Erroneous, Eulogy, Evangelist, Exhibit, Expansive, Expatiate, Explicit, Extemporaneous<br/><br/>Fable, Fabricate, Facetious, Facilitate, Fidelity, Finesse, Flotilla, Focal, Foisted, Foray, Foreboding, Fortuitous, Freight<br/><br/>Gala, Gasket, Generic, Genesis, Gimbal, Glamour, Glioma<br/><br/>Hash, Heady, Hearken, Holocaust, Homily, Hypergolic<br/><br/>Illustrious, Immemorial, impose, Impugn, Inaugural, incense, Inception, Incidentally, Incisive, Incite, Incumbent, Indictment, Indoctrination, Inept, Ingress, Inordinate, Inscrutable, Insistent, Integrity, Interdiction, Interminable, Intone, Introspection, Intuit, Inundate, Ire, Irreverent <br/><br/>Jubilation, Judicious<br/><br/>Laden, Legation, Liken, Litigation, Logistic<br/><br/>Mainstay, Manifest, Marvel, Mascon, Matriculate, Memorandum, Microcosm, Moniker, Monumental, Morale, Mosaic, Muslin, Myriad<br/><br/>Nary, Nautical, Naval, Novel<br/><br/>Oblige, Obscene, Octane, Odyssey, Ordnance, Overture, Overzealous<br/><br/>Palatable, Paraphernalia, Parody, Perennial, Perilune, Pertinent, Perturb, perturbation, Philanthropy, Philatelic, Philosophize, Phlegmatic, Pique, Placard, Poise, Politic, Porpoise, Posterity, Pragmatic, Predominant, Preeminent, Preface, Prerogative, Presage, Prevail, Primer, Proclivity, Prodigious, Proficient, Profundity, Progenitor, Proponent, Proponents, Protestant, Provocative, Pseudo, Psyche, Purport<br/><br/>Qualm<br/><br/>Radial, Rampant, Rarefied, Rationale, Recluse, Reclusive, Recourse, Redundant, Refrain, Refurbish, Regime, Replete, Resolute, Reticent, Revelation, Revelry, Rigorous, Rostrum, Rotisserie, Rotunda<br/><br/>Sanctify, Satiate, Saturate, Scrutiny, Sentiment, Septum, Sextant, Sextet, Sheath, Shroud, Slat, Solicit, Sorority, Spindly, Staid, Stark, Stature, Steadfast, Stratocumulus, Supersede, Supine, Surreal<br/><br/>Tarmac, Telemetry, Tenet, Terse, Tout<br/><br/>Unsolicited, Upheaval<br/><br/>Verdant, Versatile, Vigil, Virtual<br/><br/>Waspitude, Whimsical<br/><br/>Yaw, Yield<br/><br/>Zest",,,1,0
